information,source_file_name,page_number
"906 DSM-5 Advisors and Other Contributors
Mayo Clinic, Rochester, Minnesota
Investigators
Mark A. Frye, M.D., Principal Investigator
Glenn E. Smith, Ph.D., Principal Investigator
Jeffrey P. Staab M.D., M.S., Principal 
Investigator
Referring and Interviewing Clinicians
Osama Abulseoud, M.D. 
Jane Cerhan, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,951
"Teresa Rummans, M.D.James R. Rundell, M.D. 
Richard Seime, Ph.D. 
Glenn E. Smith, Ph.D. 
Christopher Sola, D.O",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,951
"Jeffrey P. Staab M.D., M.S. 
Marin Veldic, M.D. 
Mark D. Williams, M.D. 
Maya Yustis, Ph.D. 
Research Coordinators
Lisa Seymour, B.S., Lead Research Coordinator
Scott Feeder, M.S",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,951
"Other Study Staff
Anna Frye
Andrea Hogan
Perelman School of Medicine, University of Pennsylvania, 
Philadelphia, Pennsylvania
Investigators
Mahendra T. Bhati, M.D., Principal Investigator
Marna S. Barrett, Ph.D., Co-investigator
Michael E. Thase, M. D., Co-investigator
Referring and Interviewing Clinicians
Peter B. Bloom, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,951
"Research Coordinators
Jordan A. Coello, B.A., Lead Research 
Coordinator
Eric Wang, B.S.E",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,952
"Molly Roy
Casey Shannon
Stanford University School of  Medicine, Stanford, California
Investigators
Carl Feinstein, M.D., Principal Investigator
Debra Safer, M.D., Principal Investigator
Referring and Interviewing Clinicians
Kari Berquist, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,952
"Christine Gray, Ph.D. 
Antonio Hardan, M.D. 
Megan Jones, Psy.D. 
Linda Lotspeich, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,952
"Sharon Williams, Ph.D. 
Research Coordinators
Kate Arnow, B.A., Lead Research Coordinator
Nandini Datta, B.S",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,952
"908 DSM-5 Advisors and Other Contributors
Children’s Hospital Colorado, Aurora, Colorado
Investigator
Marianne Wamboldt , M.D., Principal 
Investigator
Referring and Interviewing 
Clinicians
Galia Abadi, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,953
"Research Coordinators
Laurie Burnside, M.S.M., C.C.R.C., Lead 
Research Coordinator
Darci Anderson, B.A., C.C.R.C",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,953
"Volunteer Research Assistants/
Interns
Wisdom Amouzou
Ashley Anderson
Michael Richards
Mateya Whyte
Baystate Medical Center, Springfield, Massachusetts
Investigators
Bruce Waslick, M.D., Principal Investigator
Cheryl Bonica, Ph.D., Co-investigator 
John Fanton, M.D., Co-investigator 
Barry Sarvet, M.D. , Co-investigator Referring and Interviewing Clinicians
Julie Bermant, R.N., M.S.N., N.P",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,953
"Research Coordinators
Julie Kingsbury, C.C.R.P., Lead Research 
Coordinator
Brenda Martin, B.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,954
"Volunteer Research Assistant/
Intern
Liza Detenber
New York State Psychiatric Institute, New York, N.Y., Weill Cornell 
Medical College, Payne Whitney and Westchester Divisions, New York 
and White Plains, N.Y., and North Shore Child and Family Guidance 
Center, Roslyn Heights, N.Y. (Joint Study Site)
Investigator
Prudence W. Fisher, Ph.D., Principal 
Investigator
Research Coordinators
Julia K. Carmody, B.A., Lead Research 
Coordinator
Zvi R. Shapiro, B.A., Lead Research 
CoordinatorVolunteers
Preeya Desai
Samantha Keller
Jeremy Litfin, M.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,954
"Cedilla Sacher
New York State Psychiatric Institute
Referring and Interviewing Clinicians
Michele Cohen, L.C.S.W",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,954
"910 DSM-5 Advisors and Other Contributors
Weill Cornell Medical College, Payne Whitney and Westchester Divisions
Referring and Interviewing Clinicians
Archana Basu, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,955
"Research Coordinators
Alex Eve Keller, B.S., Lead Research Coordinator
Nomi Bodner (volunteer)
Barbara L. Flye, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,955
"North Shore Child and Family Guidance Center
Referring and Interviewing Clinicians
Casye Brachfeld-Launer, L.C.S.W",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,955
"Referring Clinicians
Regina Barros-Rivera, L.C.S.W.-R. Assistant 
Executive Director
Maria Christiansen, B.S",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,955
"Eartha Hackett, M.S.Ed., M.Sc., B.Sc.Bruce Kaufstein, L.C.S.W.-R, Director of 
Clinical Services
Kathy Knaust, L.C.S.W",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,955
"Sheena M. Dauro (volunteer)
DSM-5 Field Trials Pilot Study, 
Johns Hopkins Medical Institution, Baltimore, Maryland
Adult Sample
Community Psychiatry Outpatient Pr ogram, Department of Psychiatry 
and Behavioral Sciences Main Campus
Investigators
Bernadette Cullen, M.B., B.Ch., B.A.O., 
Principal Investigator
Holly C. Wilcox, Ph.D., Principal Investigator
Referring and Interviewing 
Clinicians
Bernadette Cullen, M.B., B.Ch., B.A.O. 
Shane Grant, L.C.S.W.-C",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,955
"DSM-5 Advisors and Other Contributors 911
Pediatric Sample
Child and Adolescent Outpatient Progr am, Department of  Psychiatry and 
Behavioral Sciences Bayview Medical Center
Investigators
Joan P. Gerring, M.D., Principal Investigator
Leslie Miller, M.D., Principal Investigator
Holly C. Wilcox, Ph.D., Co-investigator
Referring and Interviewing 
Clinicians
Shannon Barnett, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,956
"DSM-5 Field Trials in Routin e Clinical Practice Settings: 
Collaborating Investigators
Archil Abashidze, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,956
"912 DSM-5 Advisors and Other Contributors
Sandra L. Branton, Ed.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,957
"Joseph A. Catania, L.I.S.W.S., L.C.D.C. III
Manisha P. Cavendish, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,957
"Pamela L. Detrick, Ph.D., M.S., F.N.P.-B.C., 
P.M.H.N.P.-B.C., R.N.-B.C., C.A.P., 
G.C.A.C",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,957
"DSM-5 Advisors and Other Contributors 915
Thomas F. Micka, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,960
"Lori D. Pink, M.S.W., B.C.D
Michael G. Pipich, M.S., L.M.F.T",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,960
"916 DSM-5 Advisors and Other Contributors
Michael G. Simonds, Psy.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,961
"917Index 
Page numbers printed in boldface  type  refer to tables",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,962
"Abuse and neglect, 22, 717–722
adult maltreatment and neglect problems, 
720–722
child maltreatment and neglect problems, 
717–719
Access to medica l and other health care, problems 
related to, 726
Acute dissociative reacti ons to stressful events, 
306–307
Acute stress disorder, 265, 280–286
associated features supporting diagnosis of, 
283–284
culture-related diagnostic issues in, 285
development and course of, 284
diagnostic criteria for, 280–281
diagnostic features of, 281–283
differential diagnosis of, 285–286
functional consequences of, 285
gender-related diagnostic issues in, 285
prevalence of, 284
risk and prognostic factors for, 284–285
Addiction. See Substance-related and addictive 
disorders
ADHD. See Attention-deficit/hyperactivity 
disorder
Adjustment disorders, 265, 286–289
comorbidity with, 289
culture-related diagnostic issues in, 288
development and course of, 287
diagnostic criteria for, 286–287
diagnostic features of, 287
differential diagnosis of, 288–289
functional consequences of, 288
prevalence of, 287
risk and prognostic factors for, 288
Adjustment-like disorders, 289
Adult maltreatment and neglect problems, 720–
722
adult abuse by nonspouse or nonpartner, 722
spouse or partner abuse, psychological, 721–
722
spouse or partner neglect, 721
spouse or partner violence, physical, 720
spouse or partner violence, sexual, 720Agoraphobia, 190, 217–221
associated features supporting diagnosis of, 
219
comorbidity with, 221
development and course of, 219–220
diagnostic criteria for, 217–218
diagnostic features of, 218–219
differential diagnosis of, 220–221
functional consequences of, 220
gender-related diagnostic issues in, 220
prevalence of, 219
risk and prognostic factors for, 220
Akathisia, medication-induced, 22
acute, 711
tardive, 712
Alcohol intoxication, 497–499
associated features supporting diagnosis of, 
497–498
comorbidity with, 499
culture-related diagnostic issues in, 498
development and course of, 498
diagnostic criteria for, 497
diagnostic features of, 497
diagnostic markers for, 499
differential diagnosis of, 499
functional consequences of, 499
gender-related diagnostic issues in, 498
prevalence of, 498
risk and prognostic factors for, 498
Alcohol-related disorders, 481, 490–503
alcohol intoxication, 497–499
alcohol use disorder, 490–497
alcohol withdrawal, 484, 499–501
diagnoses associated with, 482
other alcohol-induced disorders, 502–503
development and course of, 502–503
features of, 502
unspecified alcohol-related disorder, 503
Alcohol use disorder, 490–497
associated features supporting diagnosis of, 
492–493
comorbidity with, 496–497
culture-related diagnostic issues in, 494–495
development and course of, 493–494",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,962
"918 Index
Alcohol use disorder (continued)
diagnostic criteria for, 490–491
diagnostic features of, 492
diagnostic markers for, 495–496
differential diagnosis of, 496
functional consequences of, 496
prevalence of, 493
risk and prognostic factors for, 494
specifiers for, 492
Alcohol withdrawal, 499–501
associated features supporting diagnosis of, 500
comorbidity with, 501
development and course of, 501
diagnostic criteria for, 499–500
diagnostic features of, 500
diagnostic markers for, 501
differential diagnosis of, 501
functional consequences of, 501
prevalence of, 501
risk and prognostic factors for, 501
specifiers for, 500
Alzheimer’s disease, major or mild 
neurocognitive disorder due to, 591, 603, 
611–614
associated features supporting diagnosis of, 612
comorbidity with, 614
culture-related diagnostic issues in, 613
development and course of, 612–613
diagnostic criteria for, 611–612
diagnostic features of, 612
diagnostic markers for, 613
differential diagnosis of, 614
functional consequences of, 614
prevalence of, 612
risk and prognostic factors for, 613
American Psychiatric Association (APA), 5–7
Anorexia nervosa, 329, 338–345
associated features supporting diagnosis of, 341
atypical, 353
comorbidity with, 344–345
culture-related diagnostic issues in, 342
development and course of, 341–342
diagnostic criteria for, 338–339
diagnostic features of, 339–340
diagnostic markers for, 342–343
differential diagnosis of, 344
functional consequences of, 343
prevalence of, 341
risk and prognostic factors for, 342
subtypes of, 339
suicide risk in, 343
Antidepressant discontinuation syndrome, 22, 
712–714
comorbidity with, 714
course and development of, 713diagnostic features of, 713
differential diagnosis of, 713–714
prevalence of, 713
Antisocial personality disorder, 461, 476, 645, 646, 
659–663
associated features supporting diagnosis of, 
660–661
culture-related diagnostic issues in, 662
development and course of, 661
diagnostic criteria for, 659
diagnostic features of, 659–660
differential diagnosis of, 662–663
features and criteria in alternative DSM-5 
model for personality disorders, 763, 
764–765
gender-related diagnostic issues in, 662
prevalence of, 661
risk and prognostic factors for, 661–662
Anxiety disorder due to another medical 
condition, 190, 230–232
associated features supporting diagnosis of, 
231
development and course of, 231
diagnostic criteria for, 230
diagnostic features of, 230–231
diagnostic markers for, 231
differential diagnosis of, 231–232
prevalence of, 231
Anxiety disorders, 189–264
agoraphobia, 190, 217–221
anxiety disorder due to another medical 
condition, 190, 230–232
generalized anxiety disorder, 190, 222–226
highlights of changes fr om DSM-IV to DSM-5, 
811
other specified anxiety disorder, 233
panic attack specifier, 214–217
panic disorder, 190, 208–214
selective mutism, 189, 195–197
separation anxiety disorder, 189, 190–195
social anxiety disorder (social phobia), 190, 
202–208
specific phobia, 189–190, 197–202
substance/medication-induced anxiety 
disorder, 190, 226–230
unspecified anxiety disorder, 233
APA (American Psychiatric Association), 5–7
Assessment measures, 23–24, 733–748
cross-cutting symptom measures, 733–741
DSM-5 Level 1 Cross-Cutting Symptom 
Measure, 734–736, 738–741
DSM-5 Level 2 Cross-Cutting Symptom 
Measures, 734, 735, 736, 737
frequency of use of, 737
severity measures, 733, 742",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,963
"Index 919
Clinician-Rated Dimensions of Psychosis 
Symptom Severity, 742–744
frequency of use of, 742
scoring and interpretation of, 742
WHO Disability Assessment Schedule 
(WHODAS), 16, 21, 734, 745–748
Ataque de nervios,  14, 211–212, 233, 833
Attention-deficit/hyperactivity disorder 
(ADHD), 11, 32, 59–66
associated features supporting diagnosis of, 61
comorbidity with, 65
culture-related diagnostic issues in, 62
development and course of, 61
diagnostic criteria for, 59–61
diagnostic features of, 61
differential diagnosis of, 63–65
functional consequences of, 63
gender-related diagnostic issues in, 63
medication-induced symptoms of, 65
other specified attentio n-deficit/hyperactivity 
disorder, 65–66
prevalence of, 61
risk and prognostic factors for, 62
unspecified attention- deficit/hyperactivity 
disorder, 66
Attenuated psychosis syndrome, 122, 783–786
associated features supporting diagnosis of, 784
comorbidity with, 786
development and course of, 785
diagnostic features of, 783–784
differential diagnosis of, 785–786
functional consequences of, 785
prevalence of, 784–785
proposed criteria for, 783
risk and prognostic factors for, 785
Autism spectrum disorder, 31–32, 50–59
associated features supporting diagnosis of, 55
comorbidity with, 58–59
culture-related diagnostic issues in, 57
development and course of, 55–56
diagnostic criteria for, 50–51
diagnostic features of, 53–55
differential diagnosis of, 57–58
functional consequences of, 57
gender-related diagnostic issues in, 57
prevalence of, 55
recording procedures for, 51
risk and prognostic factors for, 56–57
specifiers for, 51–53, 52
Avoidant personality disorder, 645, 646, 672–675
associated features supporting diagnosis of, 
673–674
culture-related diagnostic issues in, 674
development and course of, 674
diagnostic criteria for, 672–673diagnostic features of, 673
differential diagnosis of, 674–675
features and criteria in alternative DSM-5 
model for personality disorders, 763, 
765–766
gender-related diagnostic issues in, 674
prevalence of, 674
Avoidant/restrictive food  intake disorder, 329, 
334–338
associated features supporting diagnosis of, 335
comorbidity with, 338
culture-related diagnostic issues in, 336
development and course of, 335–336
diagnostic criteria for, 334
diagnostic features of, 334–335
diagnostic markers for, 336
differential diagnosis of, 336–338
functional consequences of, 336
gender-related diagnostic issues in, 336
risk and prognostic factors for, 336
Bereavement, 125–126, 134, 155, 161, 194
persistent complex, 289, 789–792
Binge-eating disorder, 329, 350–353
associated features supporting diagnosis of, 351
comorbidity with, 353
culture-related diagnostic issues in, 352
development and course of, 352
diagnostic criteria for, 350
diagnostic features of, 350–351
differential diagnosis of, 352–353
functional consequences of, 352
of low frequency and/or limited duration, 353
prevalence of, 351
risk and prognostic factors for, 352
Bipolar I disorder, 123–132
associated features supporting diagnosis of, 129
comorbidity with, 132
culture-related diagnostic issues in, 130
development and course of, 130
diagnostic criteria for, 123–127
diagnostic features of, 127–129
differential diagnosis of, 131–132
functional consequences of, 131
gender-related diagnostic issues in, 130
prevalence of, 130
risk and prognostic factors for, 130
suicide risk and, 131
Bipolar II disorder, 123, 132–139
associated features supporting diagnosis of, 136
comorbidity with, 139
development and course of, 136–137
diagnostic criteria for, 132–135
diagnostic features of, 135–136
differential diagnosis of, 138–139",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,964
